accession,lineage,scorpio_name
EPI_ISL_16232989,BA.2,Omicron (BA.2-like)
EPI_ISL_13292752,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16239468,BA.2,Omicron (BA.2-like)
EPI_ISL_12918758,BA.2,Omicron (BA.2-like)
EPI_ISL_13292555,BA.2,Omicron (BA.2-like)
EPI_ISL_14728004,BA.2.54,Omicron (BA.2-like)
EPI_ISL_15498188,BA.2,Omicron (BA.2-like)
EPI_ISL_16211635,BA.2,Omicron (BA.2-like)
EPI_ISL_16211788,BA.2,Omicron (BA.2-like)
EPI_ISL_14729033,BA.5.2.1,Omicron (BA.5-like)
EPI_ISL_13292765,BA.2,Omicron (BA.2-like)
EPI_ISL_14729248,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16233027,BA.2.9,Omicron (BA.2-like)
EPI_ISL_15031716,BA.2,Omicron (BA.2-like)
EPI_ISL_16196795,BA.1.1.1,Omicron (BA.1-like)
EPI_ISL_16211343,BA.2,Omicron (BA.2-like)
EPI_ISL_15497786,BA.2,Omicron (BA.2-like)
EPI_ISL_8790331,AY.4.9,Delta (AY.4-like)
EPI_ISL_16232907,BA.2,Omicron (BA.2-like)
EPI_ISL_16196973,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16240487,BA.2,Omicron (BA.2-like)
EPI_ISL_16438460,BA.2,Omicron (BA.2-like)
EPI_ISL_16240336,BA.2,Omicron (BA.2-like)
EPI_ISL_16438407,BA.2,Omicron (BA.2-like)
EPI_ISL_16197145,BA.2,Omicron (BA.2-like)
EPI_ISL_16233588,BA.2.36,Omicron (BA.2-like)
EPI_ISL_16438554,BA.5.1,Omicron (BA.5-like)
EPI_ISL_9083214,AY.125,Delta (B.1.617.2-like)
EPI_ISL_12130744,BA.1.17,Omicron (BA.1-like)
EPI_ISL_13292741,BA.2,Omicron (BA.2-like)
EPI_ISL_16438468,BA.2,Omicron (BA.2-like)
EPI_ISL_16240512,BA.2,Omicron (BA.2-like)
EPI_ISL_13489841,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_16197580,BA.2,Omicron (BA.2-like)
EPI_ISL_14728995,BA.5.1,Omicron (BA.5-like)
EPI_ISL_14727826,BA.5.1,Omicron (BA.5-like)
EPI_ISL_15498705,BA.5.1.30,Omicron (BA.5-like)
EPI_ISL_12227613,AY.43,Delta (B.1.617.2-like)
EPI_ISL_16233121,BA.2,Omicron (BA.2-like)
EPI_ISL_10402907,BA.2.3,Omicron (BA.2-like)
EPI_ISL_16196775,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16438784,BA.2.3,Omicron (BA.2-like)
EPI_ISL_13293091,BA.2,Omicron (BA.2-like)
EPI_ISL_12918755,BA.2.3,Omicron (BA.2-like)
EPI_ISL_16194690,AY.122,Delta (B.1.617.2-like)
EPI_ISL_16211517,BA.2,Omicron (BA.2-like)
EPI_ISL_16197071,BA.1.1.1,Omicron (Unassigned)
EPI_ISL_16211156,BA.2.9,Omicron (BA.2-like)
EPI_ISL_14729468,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16438685,BA.2.12.1,Omicron (BA.2-like)
EPI_ISL_13292639,BA.2,Omicron (BA.2-like)
EPI_ISL_8894118,AY.9.2,Delta (B.1.617.2-like)
EPI_ISL_13091612,BA.1.17,Omicron (BA.1-like)
EPI_ISL_14729481,BA.2.44,Omicron (BA.2-like)
EPI_ISL_16197774,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16438642,BA.5.1,Omicron (BA.5-like)
EPI_ISL_13292910,BA.2.3,Omicron (BA.2-like)
EPI_ISL_15497404,BA.2,Omicron (BA.2-like)
EPI_ISL_15497409,BA.2.9,Omicron (BA.2-like)
EPI_ISL_15498719,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16212038,BA.2.37,Omicron (BA.2-like)
EPI_ISL_16233452,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16211035,BA.2,Omicron (BA.2-like)
EPI_ISL_16197695,BA.2,Omicron (BA.2-like)
EPI_ISL_16197777,BA.2,Omicron (BA.2-like)
EPI_ISL_16197980,BA.2,Omicron (BA.2-like)
EPI_ISL_13451962,BA.5.1,Omicron (BA.5-like)
EPI_ISL_12351928,BA.2,Omicron (BA.2-like)
EPI_ISL_16198014,BA.2,Omicron (BA.2-like)
EPI_ISL_15498286,BA.2,Omicron (BA.2-like)
EPI_ISL_16211895,BA.2,Omicron (BA.2-like)
EPI_ISL_16239707,BA.2.54,Omicron (BA.2-like)
EPI_ISL_16232826,BA.2,Omicron (BA.2-like)
EPI_ISL_10586496,BA.1.1.1,Omicron (BA.1-like)
EPI_ISL_16211512,BA.2,Omicron (Unassigned)
EPI_ISL_16197561,BA.2.9,Omicron (BA.2-like)
EPI_ISL_15497958,BA.2.9,Omicron (BA.2-like)
EPI_ISL_11455050,BA.2,Omicron (BA.2-like)
EPI_ISL_16233427,BA.2.54,Omicron (BA.2-like)
EPI_ISL_14729396,BA.2.54,Omicron (BA.2-like)
EPI_ISL_13292664,BA.2,Omicron (BA.2-like)
EPI_ISL_15498528,BA.2,Omicron (BA.2-like)
EPI_ISL_16177472,BA.1,Omicron (BA.1-like)
EPI_ISL_15287580,BA.5.2.1,Omicron (BA.5-like)
EPI_ISL_12687986,BA.2,Omicron (BA.2-like)
EPI_ISL_13408151,BA.2.12.1,Omicron (BA.2-like)
EPI_ISL_11160334,AY.43,Delta (B.1.617.2-like)
EPI_ISL_10856809,AY.43,Delta (B.1.617.2-like)
EPI_ISL_13292679,BA.2,Omicron (BA.2-like)
EPI_ISL_13300835,BA.2,Omicron (BA.2-like)
EPI_ISL_13301017,BA.2.9,Omicron (BA.2-like)
EPI_ISL_8790324,AY.119.1,Delta (B.1.617.2-like)
EPI_ISL_15497000,BA.1.17.2,Omicron (BA.1-like)
EPI_ISL_15497600,XAU,Omicron (BA.2-like)
EPI_ISL_14727705,BA.5.2,Omicron (BA.5-like)
EPI_ISL_15498348,BA.2.9,Omicron (BA.2-like)
EPI_ISL_14476535,BA.2,Omicron (BA.2-like)
EPI_ISL_13046126,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16197785,BA.1.17,Omicron (BA.1-like)
EPI_ISL_13408154,BA.2.35,Omicron (BA.2-like)
EPI_ISL_16233184,BA.2,Omicron (BA.2-like)
EPI_ISL_13293113,BA.2.23,Omicron (BA.2-like)
EPI_ISL_16240407,BA.2,Omicron (BA.2-like)
EPI_ISL_15498626,BA.2,Omicron (BA.2-like)
EPI_ISL_15498340,BA.2,Omicron (BA.2-like)
EPI_ISL_16233472,BA.2.56,Omicron (BA.2-like)
EPI_ISL_10347275,AY.4,Delta (AY.4-like)
EPI_ISL_13300838,BA.5.1,Omicron (BA.5-like)
EPI_ISL_15498527,BA.2.56,Omicron (BA.2-like)
EPI_ISL_13301019,BA.2,Omicron (BA.2-like)
EPI_ISL_14729035,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_12351683,BA.2.3,Omicron (BA.2-like)
EPI_ISL_16232860,BA.2,Omicron (BA.2-like)
EPI_ISL_14727534,BA.5.1,Omicron (BA.5-like)
EPI_ISL_12351725,BA.2,Omicron (BA.2-like)
EPI_ISL_15156996,BA.2,Omicron (BA.2-like)
EPI_ISL_13292632,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_14727716,BA.5.1.16,Omicron (BA.5-like)
EPI_ISL_16239656,BA.2,Omicron (BA.2-like)
EPI_ISL_12628074,BA.2,Omicron (BA.2-like)
EPI_ISL_10906985,BA.1.1.1,Omicron (BA.1-like)
EPI_ISL_9620295,AY.43.8,Delta (B.1.617.2-like)
EPI_ISL_11160326,BA.2,Omicron (BA.2-like)
EPI_ISL_16240555,BA.2,Omicron (BA.2-like)
EPI_ISL_16197233,BA.1.1,Omicron (BA.1-like)
EPI_ISL_16439221,BA.4,Omicron (BA.4-like)
EPI_ISL_16195971,BA.2,Omicron (BA.2-like)
EPI_ISL_16211910,BA.2,Omicron (BA.2-like)
EPI_ISL_12829128,BA.2,Omicron (BA.2-like)
EPI_ISL_16239401,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16197210,BA.2,Omicron (BA.2-like)
EPI_ISL_15156848,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16240516,BA.2.18,Omicron (BA.2-like)
EPI_ISL_15498296,BA.2,Omicron (BA.2-like)
EPI_ISL_13293019,BA.2,Omicron (BA.2-like)
EPI_ISL_16438472,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_11142174,AY.43,Delta (B.1.617.2-like)
EPI_ISL_12879644,BA.2.3,Omicron (BA.2-like)
EPI_ISL_16233581,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16233316,BA.2,Omicron (BA.2-like)
EPI_ISL_16195217,BA.1.1,Omicron (Unassigned)
EPI_ISL_15214000,BA.2,Omicron (BA.2-like)
EPI_ISL_16239634,BA.2,Omicron (BA.2-like)
EPI_ISL_13292566,BA.2,Omicron (BA.2-like)
EPI_ISL_15497387,BA.2.9,Omicron (BA.2-like)
EPI_ISL_14728048,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16197198,BA.2,Omicron (BA.2-like)
EPI_ISL_16239501,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_16194697,AY.98,Delta (B.1.617.2-like)
EPI_ISL_16438636,BA.2,Omicron (BA.2-like)
EPI_ISL_16233549,BA.2,Omicron (BA.2-like)
EPI_ISL_16211892,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16197745,BA.2,Omicron (BA.2-like)
EPI_ISL_16197298,BA.1.1,Omicron (BA.1-like)
EPI_ISL_11140870,AY.9.2,Delta (B.1.617.2-like)
EPI_ISL_12221280,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16195681,BA.1.1,Omicron (BA.1-like)
EPI_ISL_16212058,BA.2,Omicron (BA.2-like)
EPI_ISL_10856874,AY.4.2,Delta (AY.4.2-like)
EPI_ISL_16233442,BA.2,Omicron (BA.2-like)
EPI_ISL_14729462,BA.2,Omicron (BA.2-like)
EPI_ISL_13293126,BA.2,Omicron (BA.2-like)
EPI_ISL_14729128,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16178085,AY.4,Delta (AY.4-like)
EPI_ISL_14729140,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_16232865,BA.2,Omicron (BA.2-like)
EPI_ISL_16211295,BA.2,Omicron (BA.2-like)
EPI_ISL_12351553,BA.2.9,Omicron (BA.2-like)
EPI_ISL_13293000,BA.2.9,Omicron (BA.2-like)
EPI_ISL_15498393,BA.5.1,Omicron (BA.5-like)
EPI_ISL_12351566,BA.2,Omicron (BA.2-like)
EPI_ISL_16438666,BA.4,Omicron (BA.4-like)
EPI_ISL_16240292,BA.5.2.1,Omicron (BA.5-like)
EPI_ISL_14356520,BA.2.36,Omicron (BA.2-like)
EPI_ISL_14476536,BA.2.36,Omicron (BA.2-like)
EPI_ISL_16194990,AY.120,Delta (B.1.617.2-like)
EPI_ISL_13292990,BA.2.51,Omicron (BA.2-like)
EPI_ISL_15030402,BA.2.9,Omicron (BA.2-like)
EPI_ISL_13292981,BA.2,Omicron (BA.2-like)
EPI_ISL_12351787,BA.2,Omicron (BA.2-like)
EPI_ISL_15156953,BA.2.56,Omicron (BA.2-like)
EPI_ISL_10856847,BA.2,Omicron (BA.2-like)
EPI_ISL_16240444,BA.2,Omicron (BA.2-like)
EPI_ISL_14728003,BA.2.18,Omicron (BA.2-like)
EPI_ISL_15498453,BA.2,Omicron (BA.2-like)
EPI_ISL_13292782,BA.2,Omicron (BA.2-like)
EPI_ISL_13292727,BA.2.9,Omicron (BA.2-like)
EPI_ISL_11781643,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16197519,BA.2.9,Omicron (BA.2-like)
EPI_ISL_14729300,BA.2,Omicron (BA.2-like)
EPI_ISL_12351850,BA.2,Omicron (BA.2-like)
EPI_ISL_16197276,BA.2,Omicron (BA.2-like)
EPI_ISL_16211217,BA.2.3,Omicron (BA.2-like)
EPI_ISL_12829139,BA.2.9,Omicron (BA.2-like)
EPI_ISL_14727543,BA.5.1,Omicron (BA.5-like)
EPI_ISL_14728050,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16197701,BA.2,Omicron (BA.2-like)
EPI_ISL_13292830,BA.2,Omicron (BA.2-like)
EPI_ISL_14729535,BA.2,Omicron (BA.2-like)
EPI_ISL_15497017,BA.1.17,Omicron (BA.1-like)
EPI_ISL_16180973,BA.1.1.1,Omicron (Unassigned)
EPI_ISL_16197330,BA.2,Omicron (BA.2-like)
EPI_ISL_16240597,BA.2,Omicron (BA.2-like)
EPI_ISL_15498154,BA.2,Omicron (BA.2-like)
EPI_ISL_13293095,BA.2,Omicron (BA.2-like)
EPI_ISL_14729373,BA.4,Omicron (BA.5-like)
EPI_ISL_14729263,BA.4,Omicron (BA.5-like)
EPI_ISL_16211504,BA.2,Omicron (BA.2-like)
EPI_ISL_11868784,BA.2.9,Omicron (BA.2-like)
EPI_ISL_13292922,BA.2.18,Omicron (BA.2-like)
EPI_ISL_15156781,BA.2,Omicron (BA.2-like)
EPI_ISL_16196139,BA.2,Omicron (BA.2-like)
EPI_ISL_16211454,BA.2,Omicron (BA.2-like)
EPI_ISL_15498055,BA.2.3,Omicron (BA.2-like)
EPI_ISL_16239691,BA.2,Omicron (BA.2-like)
EPI_ISL_13300992,BA.2.9,Omicron (BA.2-like)
EPI_ISL_14729424,BA.2.36,Omicron (BA.2-like)
EPI_ISL_15498484,BA.2,Omicron (BA.2-like)
EPI_ISL_16195998,BA.1.1,Omicron (BA.1-like)
EPI_ISL_16233035,BA.2,Omicron (BA.2-like)
EPI_ISL_16240287,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_14729412,AY.73,Delta (B.1.617.2-like)
EPI_ISL_16178083,AY.73,Delta (B.1.617.2-like)
EPI_ISL_16233570,BA.2.36,Omicron (BA.2-like)
EPI_ISL_16197910,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16239725,BA.2,Omicron (BA.2-like)
EPI_ISL_16197328,BA.1.1.1,Omicron (BA.1-like)
EPI_ISL_10856697,BA.1.1,Omicron (BA.1-like)
EPI_ISL_13293073,BA.2.9.6,Omicron (BA.2-like)
EPI_ISL_16438621,BA.2,Omicron (BA.2-like)
EPI_ISL_15835488,BA.2,Omicron (BA.2-like)
EPI_ISL_16233270,BA.2,Omicron (BA.2-like)
EPI_ISL_15498392,BA.2,Omicron (BA.2-like)
EPI_ISL_16232796,BA.2,Omicron (BA.2-like)
EPI_ISL_16239444,BA.2,Omicron (BA.2-like)
EPI_ISL_11160333,BA.2,Omicron (BA.2-like)
EPI_ISL_8894168,AY.4,Delta (AY.4-like)
EPI_ISL_16195718,BA.2,Omicron (BA.2-like)
EPI_ISL_16233585,BA.2,Omicron (BA.2-like)
EPI_ISL_16197951,BA.2,Omicron (BA.2-like)
EPI_ISL_13292853,BA.1.17,Omicron (BA.1-like)
EPI_ISL_10680587,BA.1.17,Omicron (BA.1-like)
EPI_ISL_16211583,BA.2,Omicron (BA.2-like)
EPI_ISL_9320301,AY.4,Delta (AY.4-like)
EPI_ISL_14727462,BA.2.12.1,Omicron (BA.2-like)
EPI_ISL_15498109,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16438594,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16177628,AY.125,Delta (B.1.617.2-like)
EPI_ISL_12351684,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16233504,BA.2,Omicron (BA.2-like)
EPI_ISL_16195590,BA.1.17,Omicron (BA.1-like)
EPI_ISL_12288053,BA.2,Omicron (BA.2-like)
EPI_ISL_12351691,BA.2.3,Omicron (BA.2-like)
EPI_ISL_13293114,BA.2.3.15,Omicron (BA.2-like)
EPI_ISL_16196195,BA.2,Omicron (BA.2-like)
EPI_ISL_13300937,BA.2,Omicron (BA.2-like)
EPI_ISL_15498451,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16196197,BA.2,Omicron (BA.2-like)
EPI_ISL_14729431,BA.2.54,Omicron (BA.2-like)
EPI_ISL_13292876,BA.2,Omicron (BA.2-like)
EPI_ISL_12351858,BA.2,Omicron (BA.2-like)
EPI_ISL_12918786,BA.2.1,Omicron (BA.2-like)
EPI_ISL_9909492,AY.43,Delta (B.1.617.2-like)
EPI_ISL_16197725,BA.2,Omicron (BA.2-like)
EPI_ISL_12130739,BA.1.17,Omicron (BA.1-like)
EPI_ISL_16197331,BA.2.3,Omicron (BA.2-like)
EPI_ISL_13292595,BA.2,Omicron (BA.2-like)
EPI_ISL_13292719,BA.5.1,Omicron (BA.5-like)
EPI_ISL_12352015,BA.1.1.1,Omicron (BA.1-like)
EPI_ISL_16195634,BA.2,Omicron (BA.2-like)
EPI_ISL_16196880,BA.2,Omicron (BA.2-like)
EPI_ISL_16198025,BA.2,Omicron (BA.2-like)
EPI_ISL_16438578,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_14729272,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_16195985,BA.2,Omicron (BA.2-like)
EPI_ISL_16240241,BA.2,Omicron (BA.2-like)
EPI_ISL_15497828,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16233330,BA.2.3,Omicron (BA.2-like)
EPI_ISL_14727517,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16211322,BA.2,Omicron (BA.2-like)
EPI_ISL_15497728,BA.2,Omicron (BA.2-like)
EPI_ISL_16239565,BA.2.3,Omicron (BA.2-like)
EPI_ISL_16438536,BA.5.2.1,Omicron (BA.5-like)
EPI_ISL_13538709,BA.2.23,Omicron (BA.2-like)
EPI_ISL_16211873,BA.2,Omicron (BA.2-like)
EPI_ISL_16195997,BA.2,Omicron (BA.2-like)
EPI_ISL_16239789,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_16239726,BA.2.3,Omicron (BA.2-like)
EPI_ISL_16195684,BA.1.1,Omicron (BA.1-like)
EPI_ISL_16438667,BA.2.52,Omicron (BA.2-like)
EPI_ISL_13292685,BA.2.9,Omicron (BA.2-like)
EPI_ISL_9690888,AY.43,Delta (B.1.617.2-like)
EPI_ISL_16197832,BA.2.3,Omicron (BA.2-like)
EPI_ISL_12351592,BA.2.3,Omicron (BA.2-like)
EPI_ISL_10856786,BA.1.17,Omicron (BA.1-like)
EPI_ISL_15156811,BA.2,Omicron (BA.2-like)
EPI_ISL_15498011,BA.2,Omicron (BA.2-like)
EPI_ISL_16240356,BA.2.35,Omicron (BA.2-like)
EPI_ISL_15498692,BA.5.1,Omicron (BA.5-like)
EPI_ISL_12351979,BA.2.51,Omicron (BA.2-like)
EPI_ISL_13292646,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16438994,BA.2.9,Omicron (BA.2-like)
EPI_ISL_12474642,BA.2,Omicron (Unassigned)
EPI_ISL_15497937,BA.2,Omicron (BA.2-like)
EPI_ISL_16197565,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16197775,BA.1.1.1,Omicron (BA.1-like)
EPI_ISL_16211115,BA.2,Omicron (BA.2-like)
EPI_ISL_16194989,AY.120,Delta (B.1.617.2-like)
EPI_ISL_13489828,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16211987,BA.2,Omicron (BA.2-like)
EPI_ISL_16438973,BA.2,Omicron (BA.2-like)
EPI_ISL_15498715,BA.2,Omicron (BA.2-like)
EPI_ISL_16211524,BA.2,Omicron (BA.2-like)
EPI_ISL_16197771,BA.2.3,Omicron (BA.2-like)
EPI_ISL_16195574,BA.1.1,Omicron (BA.1-like)
EPI_ISL_14728028,BA.2.9,Omicron (BA.2-like)
EPI_ISL_15497575,BA.2,Omicron (BA.2-like)
EPI_ISL_16240399,BA.2,Omicron (BA.2-like)
EPI_ISL_15497777,BA.2.9,Omicron (BA.2-like)
EPI_ISL_12687995,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16196777,BA.2.9,Omicron (BA.2-like)
EPI_ISL_15497589,BA.2.9,Omicron (BA.2-like)
EPI_ISL_9031411,AY.125,Delta (B.1.617.2-like)
EPI_ISL_17833010,BA.2,Omicron (BA.2-like)
EPI_ISL_14727674,BA.5.1.30,Omicron (BA.5-like)
EPI_ISL_9084592,AY.33,Delta (B.1.617.2-like)
EPI_ISL_15498712,BA.5.2.1,Omicron (BA.5-like)
EPI_ISL_15498089,BA.2,Omicron (BA.2-like)
EPI_ISL_16197141,BA.2,Omicron (BA.2-like)
EPI_ISL_16211099,BA.2,Omicron (BA.2-like)
EPI_ISL_16211784,BA.2,Omicron (BA.2-like)
EPI_ISL_16197334,BA.2,Omicron (BA.2-like)
EPI_ISL_16233070,BA.2,Omicron (BA.2-like)
EPI_ISL_16233302,BA.2,Omicron (BA.2-like)
EPI_ISL_9084771,AY.36,Delta (B.1.617.2-like)
EPI_ISL_16211041,BA.4,Omicron (BA.4-like)
EPI_ISL_16239733,BA.4,Omicron (BA.4-like)
EPI_ISL_16211538,BA.4,Omicron (BA.4-like)
EPI_ISL_13476971,BA.5.1,Omicron (BA.5-like)
EPI_ISL_13292898,BA.2.9,Omicron (BA.2-like)
EPI_ISL_12351722,BA.2,Omicron (BA.2-like)
EPI_ISL_14729368,BA.2,Omicron (BA.2-like)
EPI_ISL_16233114,BA.2,Omicron (BA.2-like)
EPI_ISL_14727598,BA.5.1,Omicron (BA.5-like)
EPI_ISL_13489823,BA.2.56,Omicron (BA.2-like)
EPI_ISL_14841274,BA.2.56,Omicron (BA.2-like)
EPI_ISL_13300944,BA.2.3.15,Omicron (BA.2-like)
EPI_ISL_16438740,BF.1,Omicron (BA.5-like)
EPI_ISL_15498214,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16211371,BA.2.9,Omicron (BA.2-like)
EPI_ISL_12351640,BA.2,Omicron (BA.2-like)
EPI_ISL_16211843,BA.2,Omicron (BA.2-like)
EPI_ISL_13476953,BA.2,Omicron (BA.2-like)
EPI_ISL_13292947,BA.2,Omicron (BA.2-like)
EPI_ISL_16471242,BA.2,Omicron (BA.2-like)
EPI_ISL_16197105,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16438760,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_16212093,BA.2.7,Omicron (BA.2-like)
EPI_ISL_15498207,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16195535,BA.1.17,Omicron (BA.1-like)
EPI_ISL_12351927,BA.2,Omicron (BA.2-like)
EPI_ISL_16196065,BA.2.9,Omicron (BA.2-like)
EPI_ISL_9526043,AY.4,Delta (AY.4-like)
EPI_ISL_16197875,BA.2.9,Omicron (BA.2-like)
EPI_ISL_14729395,BA.2.12.1,Omicron (BA.2-like)
EPI_ISL_13292991,BA.2,Omicron (BA.2-like)
EPI_ISL_16211733,BA.2.9,Omicron (BA.2-like)
EPI_ISL_10856778,BA.1.17,Omicron (BA.1-like)
EPI_ISL_16233319,BA.2,Omicron (BA.2-like)
EPI_ISL_13476962,BA.5.1,Omicron (BA.5-like)
EPI_ISL_14729420,BA.2,Omicron (BA.2-like)
EPI_ISL_15498510,BA.2.9,Omicron (BA.2-like)
EPI_ISL_15214016,BA.1.17,Omicron (BA.1-like)
EPI_ISL_13105913,BA.2.56,Omicron (BA.2-like)
EPI_ISL_16240528,BA.2,Omicron (BA.2-like)
EPI_ISL_16233083,BA.2,Omicron (BA.2-like)
EPI_ISL_16195966,BA.1.17,Omicron (BA.1-like)
EPI_ISL_13292794,BA.2,Omicron (BA.2-like)
EPI_ISL_16438662,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16233550,BA.2,Omicron (BA.2-like)
EPI_ISL_16211281,BA.1,Omicron (Unassigned)
EPI_ISL_16240504,BA.2,Omicron (BA.2-like)
EPI_ISL_16211560,BA.2,Omicron (BA.2-like)
EPI_ISL_12351511,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16196779,BA.2,Omicron (BA.2-like)
EPI_ISL_12829132,BA.2,Omicron (BA.2-like)
EPI_ISL_16232968,BA.2,Omicron (BA.2-like)
EPI_ISL_12324306,AY.43,Delta (B.1.617.2-like)
EPI_ISL_16239494,BA.2,Omicron (BA.2-like)
EPI_ISL_16211537,BA.2.9,Omicron (BA.2-like)
EPI_ISL_14728076,BA.5.2.1,Omicron (BA.5-like)
EPI_ISL_14727581,BF.1,Omicron (BA.5-like)
EPI_ISL_13476957,AY.119.1,Delta (B.1.617.2-like)
EPI_ISL_16195340,AY.119.1,Delta (B.1.617.2-like)
EPI_ISL_12351532,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16240279,BA.4,Omicron (BA.4-like)
EPI_ISL_15498444,BA.2,Omicron (BA.2-like)
EPI_ISL_14727568,BA.5.2,Omicron (BA.5-like)
EPI_ISL_12351721,BA.2.9,Omicron (BA.2-like)
EPI_ISL_15497128,BA.1.1,Omicron (BA.1-like)
EPI_ISL_13300943,BA.2.9,Omicron (BA.2-like)
EPI_ISL_15498391,BA.2,Omicron (BA.2-like)
EPI_ISL_16438401,BA.2.54,Omicron (BA.2-like)
EPI_ISL_15497552,BA.2.9,Omicron (BA.2-like)
EPI_ISL_14728972,BA.4,Omicron (BA.4-like)
EPI_ISL_16197893,BA.2.9,Omicron (BA.2-like)
EPI_ISL_16197613,BA.2,Omicron (BA.2-like)
EPI_ISL_15497901,BA.2,Omicron (BA.2-like)
EPI_ISL_16438511,BA.5.1.23,Omicron (BA.5-like)
EPI_ISL_10856690,AY.34.1,Delta (B.1.617.2-like)
EPI_ISL_16198031,BA.2,Omicron (BA.2-like)
EPI_ISL_15498155,BA.2,Omicron (BA.2-like)
EPI_ISL_10856719,BA.2,Omicron (BA.2-like)
EPI_ISL_15498202,BA.5.2.1,Omicron (BA.5-like)
EPI_ISL_14729391,BA.2,Omicron (BA.2-like)
EPI_ISL_13301000,BA.5.1,Omicron (BA.5-like)
EPI_ISL_13716780,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16438398,BA.2,Omicron (BA.2-like)
EPI_ISL_12351576,BA.2,Omicron (BA.2-like)
EPI_ISL_15030352,BA.4,Omicron (BA.4-like)
EPI_ISL_14729117,BA.5.1,Omicron (BA.5-like)
EPI_ISL_14728975,BA.4.1,Omicron (BA.4-like)
EPI_ISL_16212026,BA.2,Omicron (BA.2-like)
EPI_ISL_15497002,BA.2,Omicron (BA.2-like)
EPI_ISL_16197247,BA.2,Omicron (BA.2-like)
EPI_ISL_16211703,BA.2.9,Omicron (BA.2-like)
EPI_ISL_14729425,BA.2.36,Omicron (BA.2-like)
EPI_ISL_13292930,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16197414,BA.1.1.1,Omicron (BA.1-like)
EPI_ISL_14729345,BA.2,Omicron (BA.2-like)
EPI_ISL_16197840,BA.2,Omicron (BA.2-like)
EPI_ISL_15287562,BA.2,Omicron (BA.2-like)
EPI_ISL_16197970,BA.2,Omicron (BA.2-like)
EPI_ISL_16239452,BA.2,Omicron (BA.2-like)
EPI_ISL_13292709,BA.2,Omicron (BA.2-like)
EPI_ISL_14728997,BA.5.3.1,Omicron (BA.5-like)
EPI_ISL_16239438,BA.2,Omicron (BA.2-like)
EPI_ISL_13251559,BA.2,Omicron (BA.2-like)
EPI_ISL_11160314,BA.1.1.1,Omicron (BA.1-like)
EPI_ISL_12918787,BA.2,Omicron (BA.2-like)
EPI_ISL_12351994,BA.2,Omicron (BA.2-like)
EPI_ISL_16196106,BA.2.9,Omicron (BA.2-like)
EPI_ISL_13292775,BA.2,Omicron (BA.2-like)
EPI_ISL_16438660,BA.5.1,Omicron (BA.5-like)
EPI_ISL_16240627,BA.2,Omicron (BA.2-like)
EPI_ISL_13293013,BA.2.56,Omicron (BA.2-like)
EPI_ISL_16438763,BA.5.1,Omicron (BA.5-like)
