accession,lineage
EPI_ISL_13084818,BA.2
EPI_ISL_9316332,AY.43
EPI_ISL_13616685,BA.2
EPI_ISL_13086031,BA.2
EPI_ISL_13086041,BA.2
EPI_ISL_9855407,AY.43
EPI_ISL_9602953,BA.2
EPI_ISL_13376095,BA.2
EPI_ISL_13714500,BA.1.1
EPI_ISL_10312301,BA.1.1
EPI_ISL_8673200,AY.9.2
EPI_ISL_13363034,BA.2.1
EPI_ISL_12441776,BA.2.1
EPI_ISL_9388322,AY.127
EPI_ISL_12322468,BA.2.36
EPI_ISL_9015983,AY.98.1
EPI_ISL_9388764,AY.123
EPI_ISL_12442309,BA.2
EPI_ISL_9597720,AY.4
EPI_ISL_11223422,BA.2
EPI_ISL_12709330,BA.2
EPI_ISL_12251254,BA.2
EPI_ISL_11080485,AY.122
EPI_ISL_13713964,BA.2.9.3
EPI_ISL_13086390,BA.2.12.1
EPI_ISL_13444663,BA.2.12.1
EPI_ISL_11841733,BA.2.9.4
EPI_ISL_12709696,BA.2.9
EPI_ISL_13362554,BA.2
EPI_ISL_13514091,BA.2.18
EPI_ISL_13271342,BA.2.12.1
EPI_ISL_9795704,AY.98.1
EPI_ISL_14320879,BA.2
EPI_ISL_10947815,BA.2
EPI_ISL_13271315,BA.2
EPI_ISL_11107805,AY.9.2
EPI_ISL_12184613,BA.2
EPI_ISL_13085931,BA.2
EPI_ISL_9750793,BA.1.1
EPI_ISL_9879496,BA.1.18
EPI_ISL_13085544,BA.2.49
EPI_ISL_12579890,BA.2
EPI_ISL_13085211,BA.2.9.3
EPI_ISL_13376172,BA.2.9.3
EPI_ISL_13444607,BA.2.9.3
EPI_ISL_12709652,BA.2
EPI_ISL_12248929,BA.2
EPI_ISL_9599065,AY.98.1
EPI_ISL_13086143,AY.98.1
EPI_ISL_12223798,AY.43
EPI_ISL_10312957,AY.43
EPI_ISL_12709516,BA.2.9.3
EPI_ISL_13267280,BA.2.9.3
EPI_ISL_12580003,BA.2
EPI_ISL_13884132,BA.2.22
EPI_ISL_12248956,BA.2
EPI_ISL_8790668,BA.2
EPI_ISL_11223713,BA.2
EPI_ISL_12579836,BA.2
EPI_ISL_12995618,BA.2.6
EPI_ISL_12709668,BA.2.6
EPI_ISL_12157802,BA.2
EPI_ISL_13085191,BA.2
EPI_ISL_13713391,BA.2.18
EPI_ISL_11841731,BA.2
EPI_ISL_12157407,BA.2.9
EPI_ISL_12533141,BA.5.2.1
EPI_ISL_13714496,BA.5.2.1
EPI_ISL_13177319,BA.2.12.1
EPI_ISL_12995437,BA.2
EPI_ISL_13085189,BA.2.9.3
EPI_ISL_9178368,B.1.640.2
EPI_ISL_8844640,AY.43
EPI_ISL_11502828,AY.43
EPI_ISL_13714047,BA.2.12.1
EPI_ISL_13085757,BA.2
EPI_ISL_12709674,BA.2
EPI_ISL_13086129,BA.2
EPI_ISL_11566763,BA.2
EPI_ISL_10098656,AY.43
EPI_ISL_13085183,BA.2
EPI_ISL_12152821,BA.2
EPI_ISL_12398236,BA.2
EPI_ISL_13713832,BA.2
EPI_ISL_13069776,BA.2.36
EPI_ISL_11579984,BA.2
EPI_ISL_11563353,BA.2
EPI_ISL_11279014,BA.2.9
EPI_ISL_13177555,BA.2
EPI_ISL_12587150,BA.2
EPI_ISL_12005985,BA.2
EPI_ISL_13069798,BA.2.9
EPI_ISL_13085123,BA.2.9
EPI_ISL_12709365,BA.2
EPI_ISL_13957034,BA.5.3.3
EPI_ISL_11998110,BA.2
EPI_ISL_9750812,BA.2.3
EPI_ISL_13086154,BA.2.3
EPI_ISL_13086191,BA.1.1
EPI_ISL_11564565,BA.1.1
EPI_ISL_13271330,BA.2
EPI_ISL_9704069,BA.1.18
EPI_ISL_9704067,BA.1.1.1
EPI_ISL_12996100,BA.2
EPI_ISL_11840921,BA.2
EPI_ISL_12421728,BA.2.6
EPI_ISL_12836154,BA.2.9.3
EPI_ISL_12322450,BA.2.9.3
EPI_ISL_13084978,BA.2
EPI_ISL_12155525,BA.2
EPI_ISL_12452164,BA.2
EPI_ISL_13084908,BA.2
EPI_ISL_9316672,BA.2
EPI_ISL_12683562,BA.2
EPI_ISL_13086162,BA.2
EPI_ISL_9791720,AY.43
EPI_ISL_11563351,BA.2
EPI_ISL_13086088,BA.2
EPI_ISL_9321732,B.1.617.2
EPI_ISL_12279399,BA.2
EPI_ISL_13085361,BA.2
EPI_ISL_9156222,AY.122.6
EPI_ISL_12753568,BA.2
EPI_ISL_12152789,BA.2
EPI_ISL_11560247,BA.2
EPI_ISL_12709650,BA.2
EPI_ISL_13177581,AY.43
EPI_ISL_11583085,AY.43
EPI_ISL_12995636,BA.2.3
EPI_ISL_13618422,BA.5.2.1
EPI_ISL_9087426,AY.4.9
EPI_ISL_12029495,BA.2
EPI_ISL_12995457,BA.2
EPI_ISL_11586183,AY.43.8
EPI_ISL_12441769,AY.36
EPI_ISL_8873968,AY.36
EPI_ISL_13086409,BA.2.3
EPI_ISL_9016189,AY.123
EPI_ISL_11278977,BA.2
EPI_ISL_11586223,AY.4.2
EPI_ISL_11223477,BA.1.18
EPI_ISL_13376085,BA.2
EPI_ISL_13267383,BA.2
EPI_ISL_8873693,AY.4
EPI_ISL_11566707,BA.2
EPI_ISL_11994259,BA.2
EPI_ISL_11840878,BA.2.9
EPI_ISL_12709334,BA.2.9
EPI_ISL_13084871,BA.2
EPI_ISL_13086132,BA.2.23
EPI_ISL_13271129,BA.2
EPI_ISL_13300447,BA.2
EPI_ISL_9016000,AY.43
EPI_ISL_12623982,AY.43
EPI_ISL_11560248,BA.2.6
EPI_ISL_12477200,BA.2
EPI_ISL_13970927,BA.2.9.3
EPI_ISL_13444627,BA.2.36
EPI_ISL_10007028,AY.127
EPI_ISL_11502863,AY.127
EPI_ISL_12442264,BA.2
EPI_ISL_12441799,BA.2
EPI_ISL_9750864,BA.1.1.1
EPI_ISL_9319564,AY.43
EPI_ISL_11278971,BA.2
EPI_ISL_10202018,B.1.617.2
EPI_ISL_12005957,BA.1.18
EPI_ISL_11564529,BA.1.18
EPI_ISL_13085086,AY.43
EPI_ISL_9315072,AY.43
EPI_ISL_13616905,BA.2.12.1
EPI_ISL_11563332,BA.2
EPI_ISL_12213769,AY.43
EPI_ISL_12688079,BA.2
EPI_ISL_9320637,BA.1.1.1
EPI_ISL_10312282,BA.1.1.1
EPI_ISL_12996084,B.1.617.2
EPI_ISL_12254317,B.1.617.2
EPI_ISL_11563377,BA.1.1
EPI_ISL_9321555,AY.43
EPI_ISL_9793527,BA.2
EPI_ISL_13271384,BA.2.9.3
EPI_ISL_12257435,AY.43
EPI_ISL_13085339,AY.43
EPI_ISL_11502891,AY.43
EPI_ISL_10186792,AY.4
EPI_ISL_8804807,AY.42
EPI_ISL_12709669,BA.2
EPI_ISL_12412637,BA.2
EPI_ISL_13514278,AY.4.2
EPI_ISL_9612460,AY.4.2
EPI_ISL_12709238,BA.2
EPI_ISL_9750924,BA.2
EPI_ISL_11564538,BA.1.18
EPI_ISL_13444665,BA.2.44
EPI_ISL_9600067,AY.125
EPI_ISL_13616784,BA.2
EPI_ISL_12254188,B.1.617.2
EPI_ISL_13085180,B.1.617.2
EPI_ISL_14320937,BA.2
EPI_ISL_13085141,BA.2
EPI_ISL_9155999,AY.43
EPI_ISL_11995600,BA.2
EPI_ISL_13084937,BA.2
EPI_ISL_9520212,AY.43
EPI_ISL_13714479,BA.2
EPI_ISL_12719655,BA.2
EPI_ISL_11998134,BA.2
EPI_ISL_12179605,BA.2
EPI_ISL_13423588,BA.4
EPI_ISL_11372363,AY.122
EPI_ISL_12214509,AY.122
EPI_ISL_13085617,BA.2
EPI_ISL_13085153,BA.2.49
EPI_ISL_10314491,BA.1.13
EPI_ISL_9470069,BA.2
EPI_ISL_12065052,BA.2
EPI_ISL_12512705,BA.2.49
EPI_ISL_13713866,B.1.617.2
EPI_ISL_9518233,B.1.617.2
EPI_ISL_12248944,BA.2
EPI_ISL_13514380,BA.2
EPI_ISL_13084842,BA.2
EPI_ISL_13085439,BA.2
EPI_ISL_13842145,BA.2.12.1
EPI_ISL_12065055,BA.2.9
EPI_ISL_9320630,B.1.617.2
EPI_ISL_11171174,BA.2
EPI_ISL_12995576,BA.2
EPI_ISL_12152859,BA.2
EPI_ISL_12452172,BA.2
EPI_ISL_12753557,AY.122
EPI_ISL_13085956,AY.122
EPI_ISL_12254190,AY.122
EPI_ISL_13514967,BA.1.1.1
EPI_ISL_9470032,BA.1.1.1
EPI_ISL_12421804,BA.2
EPI_ISL_9704070,BA.1.1
EPI_ISL_13616980,BA.2
EPI_ISL_12717899,BA.2
EPI_ISL_11563491,AY.122
EPI_ISL_9320396,AY.122
EPI_ISL_13339560,B.1.617.2
EPI_ISL_9316271,B.1.617.2
EPI_ISL_12064975,BA.2
EPI_ISL_12995474,BA.2
EPI_ISL_12065020,BA.2
EPI_ISL_11590582,AY.127
EPI_ISL_12254813,AY.43
EPI_ISL_10777522,BA.1.1.1
EPI_ISL_10434085,BA.2
EPI_ISL_11814299,BA.2
EPI_ISL_9600618,AY.43
EPI_ISL_12441800,BA.2
EPI_ISL_8844627,AY.43
EPI_ISL_12442268,BA.2
EPI_ISL_13713954,BA.2
EPI_ISL_12259587,BA.2
EPI_ISL_13283359,XE
EPI_ISL_13262885,BA.2
EPI_ISL_13085185,BA.2
EPI_ISL_12828853,BA.2
EPI_ISL_12709673,BA.2
EPI_ISL_12785825,AY.43
EPI_ISL_9245685,AY.43
EPI_ISL_13085515,BA.2
EPI_ISL_8873698,AY.122
EPI_ISL_13086350,BA.2.9
EPI_ISL_9155966,AY.43
EPI_ISL_12709643,BA.2
EPI_ISL_13959197,BA.2.12.1
EPI_ISL_13614060,BA.1
EPI_ISL_10312300,BA.1
EPI_ISL_12714621,BA.2
EPI_ISL_12587152,BA.2
EPI_ISL_13267387,BA.2
EPI_ISL_13177554,BA.2
EPI_ISL_11579838,BA.1.1.1
EPI_ISL_12029543,BA.2
EPI_ISL_13578708,BA.2.18
EPI_ISL_13378679,BA.2
EPI_ISL_9463388,AY.43
EPI_ISL_12412739,BA.2
EPI_ISL_12248912,BA.2
EPI_ISL_13085452,BA.2
EPI_ISL_9979033,BA.2
EPI_ISL_12637385,BA.2
EPI_ISL_10255603,AY.43
EPI_ISL_12152834,BA.2
EPI_ISL_11580007,BA.2
EPI_ISL_12279379,BA.2
EPI_ISL_10099158,AY.43
EPI_ISL_13655328,BA.2
EPI_ISL_13514418,BA.2.9
EPI_ISL_12259598,BA.2
EPI_ISL_13842771,BA.5.5
EPI_ISL_12279380,BA.2
EPI_ISL_12219550,AY.43
EPI_ISL_10945910,AY.43
EPI_ISL_10312953,AY.43
EPI_ISL_9862411,AY.133
EPI_ISL_9602916,BA.1.18
EPI_ISL_13262938,BA.2
EPI_ISL_13376096,BA.2
EPI_ISL_11579973,BA.2
EPI_ISL_9602938,AY.43
EPI_ISL_8929444,AY.43
EPI_ISL_10004750,BA.1
EPI_ISL_11580258,AY.43
EPI_ISL_13283524,BA.2
EPI_ISL_13714490,BA.5.2.1
EPI_ISL_12374940,B.1.617.2
EPI_ISL_12029485,BA.2
EPI_ISL_9862414,BA.2
EPI_ISL_11560277,BA.2.36
EPI_ISL_13086000,BA.2
EPI_ISL_11580281,BA.1
EPI_ISL_11223680,BA.1.1.1
EPI_ISL_12753574,BA.2.3
EPI_ISL_13954937,BA.2.12.1
EPI_ISL_12580000,BA.2
EPI_ISL_10101101,BA.2
EPI_ISL_9879494,BA.1.1.1
EPI_ISL_9879536,BA.1.1.1
EPI_ISL_12995611,BA.2
EPI_ISL_11563448,BA.2
EPI_ISL_13085212,BA.2
EPI_ISL_11871088,BA.2.9
EPI_ISL_13262930,BA.2
EPI_ISL_11994281,BA.2
EPI_ISL_13177616,BA.2.36
EPI_ISL_12061721,AY.9.2
EPI_ISL_13376122,BA.2
EPI_ISL_11563450,BA.1.1
EPI_ISL_12709631,BA.2.6
EPI_ISL_9425997,AY.43
EPI_ISL_12785785,BA.2
EPI_ISL_9156037,BA.5.1
EPI_ISL_13262931,BA.5.1
EPI_ISL_11814297,BA.2
EPI_ISL_12051058,BA.2
EPI_ISL_11328232,BA.2
EPI_ISL_12787365,BA.2.9
EPI_ISL_12587190,BA.2
EPI_ISL_11279010,BA.2
EPI_ISL_11563481,BA.1.1.1
EPI_ISL_11223665,BA.1.1.1
EPI_ISL_9602917,BA.1.1
EPI_ISL_13086060,BA.2
EPI_ISL_13616671,BA.2
EPI_ISL_11994224,BA.2
EPI_ISL_11477357,AY.43
EPI_ISL_12995631,BA.2
EPI_ISL_11273561,BA.2
EPI_ISL_10097695,BA.2
EPI_ISL_12587201,BA.2
EPI_ISL_12512757,BA.2
EPI_ISL_13743430,BA.2.13
EPI_ISL_12208395,AY.43
EPI_ISL_9425359,AY.122.6
EPI_ISL_11225564,AY.122.6
EPI_ISL_11037081,AY.98.1
EPI_ISL_12709369,BA.2
EPI_ISL_13253765,BA.2
EPI_ISL_9797741,AY.121
EPI_ISL_13085146,BA.2
EPI_ISL_9862412,AY.133
EPI_ISL_11037036,AY.122
EPI_ISL_8790818,B.1.617.2
EPI_ISL_12029993,BA.2.49
EPI_ISL_12064984,BA.2
EPI_ISL_11840877,BA.2
EPI_ISL_13514061,BA.2.12.1
EPI_ISL_13376073,BA.2
EPI_ISL_12717904,BA.2.12
EPI_ISL_12709204,BA.2.9
EPI_ISL_13085551,BA.2.49
EPI_ISL_10099513,AY.4.2.3
EPI_ISL_10757425,BA.1.18
EPI_ISL_11278978,BA.2
EPI_ISL_13085591,BA.2
EPI_ISL_12152817,BA.2
EPI_ISL_11563384,BA.2
EPI_ISL_12474001,BA.1.1
EPI_ISL_11867929,BA.2
EPI_ISL_10133376,AY.43
EPI_ISL_9598468,AY.9
EPI_ISL_10312932,AY.43
EPI_ISL_14497812,BA.2
EPI_ISL_12421741,BA.2
EPI_ISL_11278975,BA.2
EPI_ISL_10717675,AY.43
EPI_ISL_13177561,BA.2.38
EPI_ISL_11840868,BA.2
EPI_ISL_12005942,BA.2
EPI_ISL_12248939,BA.2
EPI_ISL_11504104,AY.98.1
EPI_ISL_11580288,BA.1.1
EPI_ISL_12005284,BA.2
EPI_ISL_9321719,B.1.617.2
EPI_ISL_12029574,BA.2
EPI_ISL_9087371,B.1.617.2
EPI_ISL_11994265,BA.2
EPI_ISL_12862271,BA.2
EPI_ISL_13267226,BA.2
EPI_ISL_12069456,BA.2
EPI_ISL_13085096,BA.2
EPI_ISL_13085242,BA.2
EPI_ISL_12029518,BA.2
EPI_ISL_12718034,BA.2
EPI_ISL_13085184,BA.2
EPI_ISL_11579791,BA.2
EPI_ISL_11563376,BA.2
EPI_ISL_11372032,AY.98.1
EPI_ISL_9470039,BA.1.1
EPI_ISL_11563346,BA.2
EPI_ISL_11279022,BA.2
EPI_ISL_13842732,BE.1.1
EPI_ISL_11563366,BA.2
EPI_ISL_9597171,AY.43
EPI_ISL_10099502,BA.2
EPI_ISL_13086139,BA.2
EPI_ISL_12156062,BA.2.6
EPI_ISL_9470061,BA.1.1.18
EPI_ISL_10888244,BA.2.6
EPI_ISL_12641743,BA.2
EPI_ISL_11566717,BA.2
EPI_ISL_12709322,BA.2
EPI_ISL_11563496,AY.43
EPI_ISL_11502855,AY.43
EPI_ISL_9783629,AY.43
EPI_ISL_13085470,BA.2
EPI_ISL_12709224,BA.2
EPI_ISL_12248894,BA.2
EPI_ISL_12579885,BA.2
EPI_ISL_9613655,AY.43
EPI_ISL_12152784,BA.2
EPI_ISL_10007017,BA.2
EPI_ISL_12322454,BA.2
EPI_ISL_12579854,BA.2
EPI_ISL_9016099,AY.4
EPI_ISL_12996036,BA.2
EPI_ISL_13084881,BA.2
EPI_ISL_13084834,BA.2
EPI_ISL_12996049,BA.2
EPI_ISL_12064997,BA.2
EPI_ISL_13136952,BA.2
EPI_ISL_13085749,BA.2
EPI_ISL_11995602,BA.2
EPI_ISL_12078882,BA.2.3
EPI_ISL_13084824,BA.2.49
EPI_ISL_11814084,BA.2
EPI_ISL_9795608,B.1.617.2
EPI_ISL_9613650,AY.98.1
EPI_ISL_11563497,BA.1.1
EPI_ISL_13848258,BA.5.2.1
EPI_ISL_13085125,BA.2
EPI_ISL_10942621,BA.2
EPI_ISL_9087437,AY.43
EPI_ISL_12156059,BA.2
EPI_ISL_9357148,B.1.617.2
EPI_ISL_12064998,BA.2
EPI_ISL_12512800,BA.2
EPI_ISL_13086370,BA.2.36
EPI_ISL_8812065,AY.43
EPI_ISL_12421945,BA.2
EPI_ISL_13086203,BA.2.9.3
EPI_ISL_10004761,BA.2
EPI_ISL_13086455,BA.2
EPI_ISL_12065048,BA.2
EPI_ISL_10134339,BA.1.1.1
EPI_ISL_11586325,AY.43
EPI_ISL_8811881,AY.4
EPI_ISL_13442524,BA.2
EPI_ISL_13089425,BA.2
EPI_ISL_11883305,AY.5
EPI_ISL_13084820,BA.2
EPI_ISL_9245683,B.1.617.2
EPI_ISL_11811290,BA.2
EPI_ISL_11093730,BA.2
EPI_ISL_10021311,BA.2
EPI_ISL_9879522,BA.2
EPI_ISL_9750794,BA.2
EPI_ISL_12617539,BA.2
EPI_ISL_13267284,BA.2
EPI_ISL_9146285,B.1.617.2
EPI_ISL_9388289,BA.1.17
EPI_ISL_11994227,BA.2
EPI_ISL_13085443,BA.2.9
EPI_ISL_10314354,BA.2.9
EPI_ISL_13084848,BA.2.9
EPI_ISL_13177564,BA.2
EPI_ISL_12709679,BA.2
EPI_ISL_11580033,BA.2
EPI_ISL_12152791,BA.2
EPI_ISL_12134530,BA.2
EPI_ISL_11563441,BA.2
EPI_ISL_9613651,BA.2
EPI_ISL_12471801,BA.2
EPI_ISL_13010306,BA.2
EPI_ISL_13376210,BA.2.12.1
EPI_ISL_12029537,BA.2
EPI_ISL_11566754,BA.2
EPI_ISL_12995477,BA.2.9
EPI_ISL_13085060,BA.2
EPI_ISL_9320469,BA.2
EPI_ISL_13177626,BA.2
EPI_ISL_10007032,BA.1.1
EPI_ISL_12254189,BA.1
EPI_ISL_9470065,BA.1
EPI_ISL_12412752,BA.2
EPI_ISL_13084964,BA.2
EPI_ISL_11560252,BA.2
EPI_ISL_10352361,BA.2
EPI_ISL_12753569,BA.2
EPI_ISL_9704052,BA.2
EPI_ISL_12995430,BA.2
EPI_ISL_12065041,BA.2
EPI_ISL_12836152,BA.2.9.4
EPI_ISL_14320947,BA.2
EPI_ISL_12254921,BA.2
EPI_ISL_12441760,BA.2
EPI_ISL_13086232,BA.2.9.3
EPI_ISL_12617249,BA.2
EPI_ISL_11995573,BA.2
EPI_ISL_12995461,BA.2
EPI_ISL_12617173,BA.2
EPI_ISL_9425127,AY.43
EPI_ISL_12065003,BA.2
EPI_ISL_13617069,BA.2.56
EPI_ISL_12285265,BA.2.56
EPI_ISL_13262898,BA.2
EPI_ISL_12709660,AY.43
EPI_ISL_9072418,AY.43
EPI_ISL_10071292,B.1.617.2
EPI_ISL_11814078,BA.2
EPI_ISL_13086049,BA.2
EPI_ISL_12442321,BA.2
EPI_ISL_13514192,BA.2
EPI_ISL_13086178,BA.2
EPI_ISL_13084840,BA.2
EPI_ISL_13084992,BA.2.36
EPI_ISL_13323784,BA.2.36
EPI_ISL_9862419,BA.2
EPI_ISL_12442284,BA.2
EPI_ISL_12718030,BA.2.9
EPI_ISL_12279392,BA.2
EPI_ISL_10945152,BA.2
EPI_ISL_12029563,BA.2
EPI_ISL_10888231,AY.123
EPI_ISL_9597273,AY.123
EPI_ISL_12156068,BA.2
EPI_ISL_13271405,BA.2
EPI_ISL_13086410,BA.2
EPI_ISL_12249448,BA.2
EPI_ISL_13713887,BA.2
EPI_ISL_10819657,XD
EPI_ISL_13713985,AY.122
EPI_ISL_12375015,AY.122
EPI_ISL_13714493,BA.2
EPI_ISL_8844624,AY.9.2
EPI_ISL_13085624,BA.1.14
EPI_ISL_12322461,BA.1.14
EPI_ISL_9704055,BA.1.14
EPI_ISL_9750867,BA.2
EPI_ISL_13084855,BA.2
EPI_ISL_10021304,BA.1.1.1
EPI_ISL_12126038,BA.2
EPI_ISL_12563620,BA.2
EPI_ISL_13086121,BA.2
EPI_ISL_12709690,BA.2
EPI_ISL_13085255,BA.2
EPI_ISL_13958915,BA.2.12.1
EPI_ISL_8782439,AY.42
EPI_ISL_12065012,BA.2.3
EPI_ISL_13376081,BA.2
EPI_ISL_12029553,BA.2
EPI_ISL_12029580,BA.2
EPI_ISL_13085106,BA.2
EPI_ISL_13842791,BA.2.12
EPI_ISL_13444669,BA.2.12.1
EPI_ISL_13271375,BA.2
EPI_ISL_11564578,BA.1.18
EPI_ISL_11814065,BA.2.9
EPI_ISL_10314484,BA.1.1
EPI_ISL_9415939,B.1.617.2
EPI_ISL_9862456,BA.1.1
EPI_ISL_13085176,BA.2
EPI_ISL_11563531,BA.2
EPI_ISL_13085117,BA.2
EPI_ISL_13515091,BA.2.12.1
EPI_ISL_9125864,AY.4
EPI_ISL_11563385,BA.2
EPI_ISL_9791398,AY.43
EPI_ISL_12452175,BA.2.9
EPI_ISL_11563529,BA.2
EPI_ISL_9340716,AY.43
EPI_ISL_8929454,AY.122
EPI_ISL_12029515,BA.2
EPI_ISL_13655273,BA.2.9.3
EPI_ISL_13955523,BA.2
EPI_ISL_12579998,BA.2.11
EPI_ISL_12862272,BA.2
EPI_ISL_13738407,BA.2
EPI_ISL_12152802,BA.2
EPI_ISL_12029273,BA.2
EPI_ISL_10021312,BA.1.18
EPI_ISL_11883362,AY.4.2
EPI_ISL_11994273,BA.2
EPI_ISL_13714497,BA.4.4
EPI_ISL_12709240,BA.1.1.1
EPI_ISL_9257728,BA.1.1.1
EPI_ISL_8810947,AY.43
EPI_ISL_11580453,AY.43
EPI_ISL_13086016,BA.2.9.4
EPI_ISL_11566713,BA.2
EPI_ISL_9388340,AY.122
EPI_ISL_12512655,BA.2
EPI_ISL_12259108,BA.2.11
EPI_ISL_12452173,BA.2.11
EPI_ISL_12441783,BA.2
EPI_ISL_11563396,BA.2.18
EPI_ISL_14439306,BA.2.18
EPI_ISL_13655352,XAU
EPI_ISL_13283232,BA.2
EPI_ISL_13955533,BA.2
EPI_ISL_13085233,AY.4.2.3
EPI_ISL_11883261,AY.4.2.3
EPI_ISL_11560291,BA.2
EPI_ISL_13085166,BA.2
EPI_ISL_13085577,BA.2
EPI_ISL_13617742,BA.2
EPI_ISL_13958945,BA.2
EPI_ISL_11995579,BA.2
EPI_ISL_13842719,BA.5.2.2
EPI_ISL_13267313,BA.2.12.1
EPI_ISL_13085316,BA.2
EPI_ISL_12177004,BA.2
EPI_ISL_12152804,BA.2
EPI_ISL_8812222,AY.4.2.3
EPI_ISL_13085016,BA.2
EPI_ISL_13271400,BA.2
EPI_ISL_12709375,BA.2.9
EPI_ISL_12322455,BA.2
EPI_ISL_9599175,AY.122
EPI_ISL_12709654,BA.2
EPI_ISL_12836174,BA.2
EPI_ISL_12587137,BA.2
EPI_ISL_10134347,BA.1.1
EPI_ISL_9599566,AY.5
EPI_ISL_11919215,BA.2
EPI_ISL_13069797,BA.2
EPI_ISL_9178358,AY.4
EPI_ISL_8811525,AY.46.6
EPI_ISL_10097957,AY.123
EPI_ISL_12214826,AY.43
EPI_ISL_10099376,AY.43
EPI_ISL_12248952,BA.2
EPI_ISL_13271406,BA.2.12.1
EPI_ISL_10007030,BA.1.1.1
EPI_ISL_12005977,BA.2
EPI_ISL_13955709,BA.2.18
EPI_ISL_11563392,BA.2
EPI_ISL_9796052,AY.98.1
EPI_ISL_10758637,B.1.617.2
EPI_ISL_11567875,BA.2
EPI_ISL_12717908,BA.2
EPI_ISL_12587151,BA.2
EPI_ISL_13085961,BA.2
EPI_ISL_13958921,BA.2.12.1
EPI_ISL_11278997,BA.2
EPI_ISL_13954925,BA.2.56
EPI_ISL_9257731,BA.1.18
EPI_ISL_9471303,AY.122
EPI_ISL_12717966,BA.2.9
EPI_ISL_12322411,BA.2.9
EPI_ISL_11564597,BA.1.1.1
EPI_ISL_13614242,BA.2.12.1
EPI_ISL_13085192,BA.2
EPI_ISL_11579825,BA.2
EPI_ISL_12071200,BA.2
EPI_ISL_11580064,AY.4
EPI_ISL_12254266,AY.4
EPI_ISL_9425922,AY.4.2
EPI_ISL_8812345,AY.43
EPI_ISL_13713732,BA.2
EPI_ISL_13085182,BA.2
EPI_ISL_12029984,BA.2
EPI_ISL_9426164,AY.98.1
EPI_ISL_11926922,BA.2
EPI_ISL_12452158,BA.2
EPI_ISL_12829667,BA.2
EPI_ISL_8463045,AY.4.10
EPI_ISL_13086165,BA.2
EPI_ISL_13086366,BA.2
EPI_ISL_12029514,BA.2
EPI_ISL_13086328,BA.2
EPI_ISL_10099943,AY.122.6
EPI_ISL_12412651,BA.2
EPI_ISL_12709388,BA.2
EPI_ISL_11567901,BA.1.1.1
EPI_ISL_11994230,BA.2.9
EPI_ISL_9258620,AY.126
EPI_ISL_13086052,BA.2
EPI_ISL_14320916,BA.2.9.3
EPI_ISL_12248945,BA.2
EPI_ISL_13136928,AY.4.2
EPI_ISL_9319049,AY.4.2
EPI_ISL_11560259,BA.2
EPI_ISL_13085907,BA.2
EPI_ISL_11840866,BA.2
EPI_ISL_8673081,AY.98.1
EPI_ISL_12156074,BA.2
EPI_ISL_12709349,BA.2
EPI_ISL_11502890,BA.2
EPI_ISL_12452181,BA.2
EPI_ISL_13617105,BA.2
EPI_ISL_13323780,BA.2.9
EPI_ISL_13483773,BA.2.12.1
EPI_ISL_12709379,BA.2
EPI_ISL_12718033,BA.2
EPI_ISL_13376211,BA.2.56
EPI_ISL_9155959,AY.34
EPI_ISL_11488279,AY.34
EPI_ISL_11563480,BA.1.1
EPI_ISL_10071273,AY.4
EPI_ISL_12079575,BA.2
EPI_ISL_12279318,BA.2.12
EPI_ISL_13085027,BA.2
EPI_ISL_12322414,AY.9.2
EPI_ISL_9959917,AY.9.2
EPI_ISL_12709629,BA.2
EPI_ISL_13959100,BA.2.9.3
EPI_ISL_15141596,BA.2
EPI_ISL_13089426,BA.2
EPI_ISL_13047279,BA.5.2.1
EPI_ISL_9603125,AY.127
EPI_ISL_12248959,BA.2
EPI_ISL_13086330,BA.2
EPI_ISL_12441803,BA.2
EPI_ISL_12061731,B.1.617.2
EPI_ISL_12995605,BA.2.9
EPI_ISL_13444657,BA.2.18
EPI_ISL_12248925,BA.2
EPI_ISL_13086337,BA.2.6
EPI_ISL_10100103,AY.4
EPI_ISL_13537714,BF.5
EPI_ISL_12709665,BA.2
EPI_ISL_9425232,AY.43
EPI_ISL_11273547,BA.2
EPI_ISL_12836163,BA.2.3
EPI_ISL_13618857,BA.2.9
EPI_ISL_12709522,BA.2
EPI_ISL_14320861,BA.2
EPI_ISL_13136963,AY.122
EPI_ISL_8931928,AY.122
EPI_ISL_11563403,BA.2
EPI_ISL_12587161,BA.2
EPI_ISL_12709311,BA.2
EPI_ISL_12029519,BA.2
EPI_ISL_11223718,BA.1.18
EPI_ISL_11919238,BA.2
EPI_ISL_13086231,BA.1.17
EPI_ISL_11579845,BA.1.17
EPI_ISL_9319519,AY.98.1
EPI_ISL_13085412,BA.2
EPI_ISL_12157418,BA.2
EPI_ISL_10071267,BA.1.1.1
EPI_ISL_12398213,BA.2
EPI_ISL_8929426,BA.2
EPI_ISL_11579833,BA.2
EPI_ISL_12709664,BA.2
EPI_ISL_12441788,BA.2
EPI_ISL_12421928,BA.2
EPI_ISL_13295475,BA.2
EPI_ISL_11998121,BA.2
EPI_ISL_11079734,B.1.617.2
EPI_ISL_10202016,AY.122.6
EPI_ISL_9428348,AY.122.6
EPI_ISL_12254212,AY.122
EPI_ISL_12836157,BA.2
EPI_ISL_13084857,BA.2.10
EPI_ISL_12641908,BA.2.10
